code,category,url,title,short_description,description,severity,can_drive,repair_cost_usd,repair_cost_inr,symptoms,causes,how_to_fix
C0106,chassis,https://obdguide.com/en/c0106,C0106,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0106 C0106 Abnormal Signal Of Rear ABS Wheel Speed Sensor Left C0106 is an OBD-II diagnostic trouble code meaning: Abnormal Signal Of Rear ABS Wheel Speed Sensor Left. Common causes: malfunction of the rear left wheel speed sensor, open or short circuit in the sensor wiring harness. Estimated repair cost: $56–167. Severity",Abnormal Signal Of Rear ABS Wheel Speed Sensor Left,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",The ABS indicator on the dashboard is on | Disabling the ABS system | Activation of the ESP system (in some cases) | Uneven braking,Malfunction of the rear left wheel speed sensor | Open or short circuit in the sensor wiring harness | Sensor is dirty or damaged | Problems with the ring gear on the wheel hub | ABS control unit malfunction,Check the condition of the rear left wheel speed sensor | Inspect the wiring harness for damage | Clean the sensor from dirt | Check the ring gear on the wheel hub | Replace sensor if necessary | Check the operation of the ABS system after repair
C0107,chassis,https://obdguide.com/en/c0107,C0107,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0107 C0107 Abnormal Signal Of Front ABS Wheel Speed Sensor Right C0107 is an OBD-II diagnostic trouble code meaning: Abnormal Signal Of Front ABS Wheel Speed Sensor Right. Common causes: abs speed sensor malfunction, damage to the sensor wiring harness. Estimated repair cost: $22–111. Severity",Abnormal Signal Of Front ABS Wheel Speed Sensor Right,⚠️ Medium,"Limited driving only, diagnose soon",$22,"₹1,826",The ABS indicator on the instrument panel is on | ABS system does not work when braking | Activating the stability control system during normal driving,ABS speed sensor malfunction | Damage to the sensor wiring harness | Contamination or damage to the ring gear on the hub | Poor contact in the sensor connector | ABS control unit malfunction,Visual inspection of the sensor and wires for damage | Checking the sensor resistance (usually 800-2200 ohms) | Cleaning the sensor and ring gear from dirt | Checking the integrity of the wiring harness | Checking the sensor signal with an oscilloscope | Replace the sensor if necessary
C0108,chassis,https://obdguide.com/en/c0108,C0108,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0108 C0108 Abnormal Signal Of Front ABS Wheel Speed Sensor Left C0108 is an OBD-II diagnostic trouble code meaning: Abnormal Signal Of Front ABS Wheel Speed Sensor Left. Common causes: wheel speed sensor malfunction, open or shorted sensor wiring harness. Estimated repair cost: $33–111. Severity",Abnormal Signal Of Front ABS Wheel Speed Sensor Left,⚠️ Medium,"Limited driving only, diagnose soon",$33,"₹2,739",The ABS indicator on the dashboard is on | Disabling the ABS system | Incorrect operation of the stabilization system (if any) | Possible false alarms of the ESP system,Wheel speed sensor malfunction | Open or shorted sensor wiring harness | Contamination or damage to the ring gear on the hub | Poor contact in the sensor connector | ABS control unit malfunction,"Visually check the sensor and its connector for damage | Clean the surface of the sensor and the ring gear from dirt | Check the sensor resistance (usually 800-2000 Ohm) | Check the integrity of the sensor wiring harness | Check the gap between the sensor and the ring gear | If necessary, replace the wheel speed sensor | Reset the error and check the operation of the ABS system"
C0109,chassis,https://obdguide.com/en/c0109,C0109,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0109 C0109 Power Supply Voltage Failure C0109 is an OBD-II diagnostic trouble code meaning: Power Supply Voltage Failure. Common causes: battery fault, problems with the generator. Estimated repair cost: $56–167. Severity",Power Supply Voltage Failure,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS light is on | ABS system does not work | Unstable operation of the brake system,Battery fault | Problems with the generator | Broken or damaged wiring harness | Contact corrosion,Check battery voltage | Check generator operation | Inspect the wiring harness for damage | Check contacts for corrosion
C0110,chassis,https://obdguide.com/en/c0110,C0110,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0110 C0110 Pump Motor Circuit C0110 is an OBD-II diagnostic trouble code meaning: Pump Motor Circuit. Common causes: broken or damaged pump wiring harness, pump motor malfunction. Estimated repair cost: $56–167. Severity",Pump Motor Circuit,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Check Engine Light Is On | Braking problems (if ABS pump) | The engine stalls or runs unstable (if the fuel pump) | Reduced efficiency of the pump-related system,Broken or damaged pump wiring harness | Pump motor malfunction | Problems with the pump circuit relay or fuse | Short circuit in the circuit | Control unit malfunction,Check fuses and pump relays | Diagnose the wiring harness for breaks or short circuits | Check resistance and voltage at pump terminals | Replace the pump if necessary | Check the operation of the control unit
C0111,chassis,https://obdguide.com/en/c0111,C0111,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0111 C0111 Motor Relay On Failure C0111 is an OBD-II diagnostic trouble code meaning: Motor Relay On Failure. Common causes: faulty motor relay, open or short circuit in wiring harness. Estimated repair cost: $33–111. Severity",Motor Relay On Failure,🔴 High,Do not drive — repair immediately,$33,"₹2,739",Check engine light is on | Problems with the passive safety system | Inability to activate seat belt pretensioners,Faulty motor relay | Open or short circuit in wiring harness | Problems with the control unit | Contact corrosion,Check the condition of the motor relay and replace if necessary | Check the integrity of the wiring harness and contacts | Diagnose the control unit for faults | Clean contacts from corrosion
C0113,chassis,https://obdguide.com/en/c0113,C0113,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0113 C0113 Pump Motor Circuit C0113 is an OBD-II diagnostic trouble code meaning: Pump Motor Circuit. Common causes: open circuit in power supply or pump control, pump motor malfunction. Estimated repair cost: $56–333. Severity",Pump Motor Circuit,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",ABS or ESC indicator is on | Incorrect operation of the ABS system | Loss of functionality of the stabilization system | Clicking or noise coming from the ABS unit,Open circuit in power supply or pump control | Pump motor malfunction | ABS pump relay problems | ABS/ESC control unit malfunction | Oxidation of contacts in connectors,"Check fuses related to ABS/ESC | Diagnose the pump power circuit | Check the resistance of the motor windings | Check pump relay | Scan the ABS/ESC unit for additional errors | If necessary, replace the pump motor or ABS unit"
C0114,chassis,https://obdguide.com/en/c0114,C0114,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0114 C0114 Pump Motor Circuit C0114 is an OBD-II diagnostic trouble code meaning: Pump Motor Circuit. Common causes: pump power supply circuit open, faulty relay or fuse. Estimated repair cost: $56–167. Severity",Pump Motor Circuit,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",The airbag fault light is on | Lack of system response during testing | Unexpected pump activation for no reason (rare),Pump power supply circuit open | Faulty relay or fuse | Wiring harness damage | Pump jammed | Short circuit in the circuit,Check the pump circuit fuse | Inspect the airbag pump relay | Check the integrity of the wiring harness and connectors | Pump operation testing (using diagnostic equipment) | Replacing the pump if necessary
C0115,chassis,https://obdguide.com/en/c0115,C0115,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0115 C0115 Pump Motor Circuit C0115 is an OBD-II diagnostic trouble code meaning: Pump Motor Circuit. Common causes: open or short circuit in the abs pump wiring harness, abs pump motor malfunction. Estimated repair cost: $56–167. Severity",Pump Motor Circuit,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",The ABS indicator on the dashboard is on | Disabling the ABS system | Unusual noises when braking | Reduced braking performance on slippery surfaces,Open or short circuit in the ABS pump wiring harness | ABS pump motor malfunction | Problems with the ABS control module | Corroded contacts or poor connection,"Check the ABS pump wiring harness for damage. | Check the resistance of the pump motor | Inspect connections and contacts for corrosion | If necessary, replace the pump motor or ABS module | Clear error codes and check the system"
C0116,chassis,https://obdguide.com/en/c0116,C0116,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0116 C0116 Stop Light Switch Circuit Malfunction C0116 is an OBD-II diagnostic trouble code meaning: Stop Light Switch Circuit Malfunction. Common causes: faulty brake light switch, open or short circuit in wiring harness. Estimated repair cost: $22–56. Severity",Stop Light Switch Circuit Malfunction,⚠️ Medium,Do not drive — repair immediately,$22,"₹1,826",Brake lights don't work | Cruise control does not activate | Check Engine light comes on | ABS may not work correctly,Faulty brake light switch | Open or short circuit in wiring harness | Poor contact in connectors | Problems with the engine control unit (ECU),Check the operation of the brake lights | Inspect the wiring harness for damage | Check the brake light switch with a multimeter | Replace the switch if necessary | Clean connector contacts | Check the circuit for open or short circuit
C0118,chassis,https://obdguide.com/en/c0118,C0118,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0118 C0118 Faulty G Sensor Output Voltage C0118 is an OBD-II diagnostic trouble code meaning: Faulty G Sensor Output Voltage. Common causes: wiring harness damage, oxidation of contacts. Estimated repair cost: $56–167. Severity",Faulty G Sensor Output Voltage,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Airbag light is on | Incorrect operation of the passive safety system | Errors in other systems related to the G sensor,Wiring harness damage | Oxidation of contacts | G sensor malfunction | Software failure in the control unit,Check the integrity of the wiring harness | Clean sensor contacts | Check sensor output voltage | Replace sensor if necessary | Reflash the control unit if there is a software failure
C0119,chassis,https://obdguide.com/en/c0119,C0119,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0119 C0119 Abnormal G Sensor Output Signal C0119 is an OBD-II diagnostic trouble code meaning: Abnormal G Sensor Output Signal. Common causes: g sensor malfunction, open or shorted wiring harness. Estimated repair cost: $56–167. Severity",Abnormal G Sensor Output Signal,⚠️ Medium,Do not drive — repair immediately,$56,"₹4,648",Check Engine Light Is On | Unstable operation of the stabilization system | Disabling the ESP system | False airbag deployments,G sensor malfunction | Open or shorted wiring harness | Poor contact in the sensor connector | Control unit malfunction | Incorrect sensor calibration,"Check the integrity of the wiring harness and sensor connector | Check resistance and signal of sensor G | Replace sensor G if necessary | Calibrate the sensor using diagnostic equipment | Check and, if necessary, replace the control unit"
C0120,chassis,https://obdguide.com/en/c0120,C0120,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0120 C0120 Front Inlet Valve Left C0120 is an OBD-II diagnostic trouble code meaning: Front Inlet Valve Left. Common causes: open or short circuit in wiring harness, malfunction of the solenoid valve (solenoid). Estimated repair cost: $56–167. Severity",Front Inlet Valve Left,🔴 High,Do not drive — repair immediately,$56,"₹4,648",The passive safety system fault indicator is on | Problems with the operation of the seat belt pretensioner | Airbag malfunction,Open or short circuit in wiring harness | Malfunction of the solenoid valve (solenoid) | Damage to the intake valve itself | Problems with the restraint system control unit,Check wiring harness for damage | Check resistance and voltage at solenoid | Replace faulty intake valve or solenoid | Reset the error and check the system
C0121,chassis,https://obdguide.com/en/c0121,C0121,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0121 C0121 Valve Relay Circuit C0121 is an OBD-II diagnostic trouble code meaning: Valve Relay Circuit. Common causes: open or short circuit in relay wiring harness, faulty valve relay. Estimated repair cost: $56–167. Severity",Valve Relay Circuit,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",The ABS/ESP indicator on the dashboard is on | Disabling the ABS or ESP system | Unstable operation of the brake system,Open or short circuit in relay wiring harness | Faulty valve relay | Problems with the ABS control unit | Corrosion or poor contact in connectors,Check the wiring harness for opens and shorts | Check resistance and operation of valve relay | Inspect connectors and contacts for corrosion | Scan the ABS control unit for additional errors | Replace relay or wiring harness if necessary
C0122,chassis,https://obdguide.com/en/c0122,C0122,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0122 C0122 Front Inlet Valve Right C0122 is an OBD-II diagnostic trouble code meaning: Front Inlet Valve Right. Common causes: intake valve stuck, open or short circuit in wiring harness. Estimated repair cost: $56–167. Severity",Front Inlet Valve Right,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS/ESP indicator is on | Deterioration in braking performance | Uneven braking of the right front wheel,Intake valve stuck | Open or short circuit in wiring harness | Valve solenoid malfunction | Brake fluid contamination,Check wiring harness and connectors for damage | Check valve solenoid resistance | Clean or replace inlet valve | Replace brake fluid if necessary
C0123,chassis,https://obdguide.com/en/c0123,C0123,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0123 C0123 Front Outlet Valve Right C0123 is an OBD-II diagnostic trouble code meaning: Front Outlet Valve Right. Common causes: exhaust valve stuck, open or short circuit in control circuit. Estimated repair cost: $56–167. Severity",Front Outlet Valve Right,⚠️ Medium,Do not drive — repair immediately,$56,"₹4,648",The ABS/ESP indicator on the dashboard is on | Reduced ABS performance | Incorrect operation of the stabilization system | Possible jerking when braking,Exhaust valve stuck | Open or short circuit in control circuit | Wiring harness damage | ABS hydraulic unit malfunction | Poor contact in connectors,"Check the condition of the wiring harness and connectors | Measure valve resistance | Check the voltage at the valve contacts | Test valve operation using diagnostic equipment | If necessary, replace the release valve or hydraulic block"
C0124,chassis,https://obdguide.com/en/c0124,C0124,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0124 C0124 Rear Inlet Valve Left C0124 is an OBD-II diagnostic trouble code meaning: Rear Inlet Valve Left. Common causes: valve dirty or stuck, wiring harness problems. Estimated repair cost: $33–111. Severity",Rear Inlet Valve Left,⚠️ Medium,"Limited driving only, diagnose soon",$33,"₹2,739",ABS light is on | Reduced braking performance | Unusual behavior of the ESC system,Valve dirty or stuck | Wiring Harness Problems | ABS/ESC control unit malfunction | Low brake fluid level,Check the brake fluid level | Inspect the wiring harness and connectors | Check valve resistance | Replacing a faulty valve if necessary
C0125,chassis,https://obdguide.com/en/c0125,C0125,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0125 C0125 Rear Outlet Valve Left C0125 is an OBD-II diagnostic trouble code meaning: Rear Outlet Valve Left. Common causes: open or short circuit in wiring harness, faulty exhaust valve. Estimated repair cost: $56–89. Severity",Rear Outlet Valve Left,🔴 High,Do not drive — repair immediately,$56,"₹4,648",The SRS indicator on the dashboard is on | The safety system may not work in an accident,Open or short circuit in wiring harness | Faulty exhaust valve | Problems with the SRS control unit,Check the wiring harness for damage | Test valve resistance | Replace the faulty valve or control unit if necessary
C0126,chassis,https://obdguide.com/en/c0126,C0126,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0126 C0126 Rear Inlet Valve Right C0126 is an OBD-II diagnostic trouble code meaning: Rear Inlet Valve Right. Common causes: open or short circuit in wiring harness, malfunction of the right rear intake valve. Estimated repair cost: $56–167. Severity",Rear Inlet Valve Right,🔴 High,Do not drive — repair immediately,$56,"₹4,648",The SRS indicator on the dashboard is on | The passive safety system may not work in an accident. | The error is stored in the ECU memory,Open or short circuit in wiring harness | Malfunction of the right rear intake valve | Problems with the SRS ECU | Corrosion of contacts or connectors,Check valve resistance (must meet specification) | Inspect the wiring harness for damage | Check contacts and connectors for corrosion | Test the SRS ECU | Replace faulty valve or wiring harness if necessary
C0127,chassis,https://obdguide.com/en/c0127,C0127,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0127 C0127 Rear Outlet Valve Right C0127 is an OBD-II diagnostic trouble code meaning: Rear Outlet Valve Right. Common causes: open or short circuit in wiring harness, oxidation of contacts. Estimated repair cost: $56–167. Severity",Rear Outlet Valve Right,⚠️ Medium,Do not drive — repair immediately,$56,"₹4,648",The SRS indicator on the dashboard is on | The airbag system may not work properly,Open or short circuit in wiring harness | Oxidation of contacts | Exhaust valve malfunction | Problems with the SRS control module,Diagnose the SRS system using a scanner | Check the integrity of the wiring harness and contacts | Test exhaust valve | Replace the exhaust valve or wiring harness if necessary. | France. Reset errors and check system functionality
C012A,chassis,https://obdguide.com/en/c012a,C012A,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012A C012A Brake Master Cylinder Pressure Sensor C012A is an OBD-II diagnostic trouble code meaning: Brake Master Cylinder Pressure Sensor. Common causes: pressure sensor malfunction, open or shorted wiring harness. Estimated repair cost: $56–167. Severity",Brake Master Cylinder Pressure Sensor,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS or ESP indicator is on | Reduced braking performance | Incorrect operation of the stabilization system,Pressure sensor malfunction | Open or shorted wiring harness | Sensor connection problems | Brake ECU malfunction,Check the sensor connection and the condition of the wiring harness | Check sensor resistance | Replace pressure sensor if necessary | Check and update the ECU firmware
C012B,chassis,https://obdguide.com/en/c012b,C012B,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012B C012B High Pressure Accumulator Pressure Sensor C012B is an OBD-II diagnostic trouble code meaning: High Pressure Accumulator Pressure Sensor. Common causes: pressure sensor malfunction, open or short circuit in the sensor circuit. Estimated repair cost: $56–167. Severity",High Pressure Accumulator Pressure Sensor,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",Loss of engine power | Increased fuel consumption | Unstable idling | Check Engine Light Illuminates | Engine transition to emergency mode,Pressure sensor malfunction | Open or short circuit in the sensor circuit | Problems with the sensor connector | Mechanical damage to the fuel rail | Sensor contamination,Check the integrity of the sensor circuit | Inspect the sensor connector for oxidation | Check the pressure in the fuel rail | Replace pressure sensor if necessary | Clean the fuel system if it is dirty
C012C,chassis,https://obdguide.com/en/c012c,C012C,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012C C012C Regenerative Axle Pressure Sensor C012C is an OBD-II diagnostic trouble code meaning: Regenerative Axle Pressure Sensor. Common causes: pressure sensor malfunction, wiring harness damage. Estimated repair cost: $56–167. Severity",Regenerative Axle Pressure Sensor,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",Check Engine light comes on | Incorrect operation of the brake system | Loss of regenerative braking power | Activating emergency mode,Pressure sensor malfunction | Wiring harness damage | Poor electrical contact | Problems with the brake control module | Mechanical damage to the brake system,Check the condition of the pressure sensor | Check connections and wiring harness | Test sensor resistance | Clean contacts from oxidation | Replace sensor if necessary | Check the brake system for leaks
C012D,chassis,https://obdguide.com/en/c012d,C012D,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012D C012D Brake Boost Regulation Pressure Sensor C012D is an OBD-II diagnostic trouble code meaning: Brake Boost Regulation Pressure Sensor. Common causes: pressure sensor malfunction, open or shorted wiring harness. Estimated repair cost: $56–167. Severity",Brake Boost Regulation Pressure Sensor,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",Hard brake pedal | CHECK ENGINE indicator lights up | Reduced braking performance | Activation of the ABS system for no reason,Pressure sensor malfunction | Open or shorted wiring harness | Poor contact in the sensor connector | Brake ECU malfunction,Check the pressure sensor with a multimeter | Inspect the wiring harness and connectors for damage | Clean or replace the sensor if dirty | Test the system using a scanner
C012E,chassis,https://obdguide.com/en/c012e,C012E,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012E C012E Hydraulic Brake Boost Pressure Loss C012E is an OBD-II diagnostic trouble code meaning: Hydraulic Brake Boost Pressure Loss. Common causes: brake fluid leak, power steering pump malfunction. Estimated repair cost: $56–167. Severity",Hydraulic Brake Boost Pressure Loss,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648",Stiff brake pedal | Increased pedal travel | Reduced braking performance | Pump noise,Brake fluid leak | Power steering pump malfunction | Pressure control valve defective | Wiring harness damage | Pressure sensor malfunction,
C012F,chassis,https://obdguide.com/en/c012f,C012F,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C012F C012F Brake Boost Solenoid Valve Circuit Malfunction C012F is an OBD-II diagnostic trouble code meaning: Brake Boost Solenoid Valve Circuit Malfunction. Common causes: brake booster solenoid valve malfunction, open or short circuit in valve wiring harness. Estimated repair cost: $33–278. Severity",Brake Boost Solenoid Valve Circuit Malfunction,🔴 High,"Limited driving only, diagnose soon",$33,"₹2,739","Stiff brake pedal, increased force required to brake | The brake warning light on the dashboard is on | Increased braking distance | Extraneous sounds when the brake booster operates | ABS or ESP light is on",Brake booster solenoid valve malfunction | Open or short circuit in valve wiring harness | Oxidation or damage to the solenoid connector | Malfunction of the brake system control unit | Vacuum leak in the amplifier system,"Carry out diagnostics with a scanner that supports the brake system. | Check the brake booster solenoid valve with a multimeter (winding resistance) | Inspect the wiring and solenoid connector for damage and oxidation. | Check for vacuum in the amplifier system | Replace faulty solenoid or repair wiring | After repair, reset the error and perform a test drive"
C0131,chassis,https://obdguide.com/en/c0131,C0131,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0131 C0131 Antilock Brake System/Traction Control System Pressure Circuit C0131 is an OBD-II diagnostic trouble code meaning: Antilock Brake System/Traction Control System Pressure Circuit. Common causes: abs hydraulic modulator malfunction, wiring harness damage. Estimated repair cost: $56–167. Severity",Antilock Brake System/Traction Control System Pressure Circuit,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS/TCS indicator is on | Reduced braking performance | Disabling the ABS/TCS system | Unstable operation of the traction control system,ABS hydraulic modulator malfunction | Wiring harness damage | Low brake fluid level | Pressure sensor malfunction | Corrosion or oxidation of contacts,Check the brake fluid level | Inspect the wiring harness for damage | Check contacts and connectors | Scan the ABS system for additional errors | Replace faulty components (if necessary)
C0136,chassis,https://obdguide.com/en/c0136,C0136,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0136 C0136 Base Brake System Pressure Circuit/Sensor C0136 is an OBD-II diagnostic trouble code meaning: Base Brake System Pressure Circuit/Sensor. Common causes: pressure sensor malfunction, open or shorted wiring harness. Estimated repair cost: $56–167. Severity",Base Brake System Pressure Circuit/Sensor,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS or ESP indicator is on | Reduced braking performance | Incorrect operation of the stabilization system,Pressure sensor malfunction | Open or shorted wiring harness | Problems with the brake ECU | Contact corrosion,Check the integrity of the sensor wiring harness | Measure the resistance and voltage of the sensor | Check connections and contacts | Replace pressure sensor if necessary | Flash or replace the ECU if a malfunction is detected
C0138,chassis,https://obdguide.com/en/c0138,C0138,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0138 C0138 Base Brake System Pressure Circuit/Sensor Low C0138 is an OBD-II diagnostic trouble code meaning: Base Brake System Pressure Circuit/Sensor Low. Common causes: brake pressure sensor malfunction, wiring harness damage. Estimated repair cost: $56–167. Severity",Base Brake System Pressure Circuit/Sensor Low,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",The brake system fault indicator is on | Deterioration of ABS and ESP performance | Unusual behavior of the brake pedal,Brake pressure sensor malfunction | Wiring harness damage | Short circuit in the circuit | Sensor connection problems | Brake ECU malfunction,"Check the connection of the pressure sensor and the condition of the connector | Check the integrity of the wiring harness | Check resistance and voltage at pressure sensor | If necessary, replace the pressure sensor | Check the operation of the brake system after repair"
C0139,chassis,https://obdguide.com/en/c0139,C0139,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0139 C0139 Base Brake System Pressure Circuit/Sensor High C0139 is an OBD-II diagnostic trouble code meaning: Base Brake System Pressure Circuit/Sensor High. Common causes: brake pressure sensor malfunction, short circuit in the sensor circuit. Estimated repair cost: $56–167. Severity",Base Brake System Pressure Circuit/Sensor High,⚠️ Medium,"Limited driving only, diagnose soon",$56,"₹4,648",ABS/ESP indicator is on | Disabling the stabilization system | Hard or uneven brake application | Errors in related systems,Brake pressure sensor malfunction | Short circuit in the sensor circuit | Broken or damaged wiring harness | Problems with the ABS/ESP control unit | Contact corrosion,Check the integrity of the wiring harness to the sensor | Measure the resistance and voltage in the sensor circuit | Check the sensor readings with a scanner | Replace pressure sensor if necessary | Clean contacts and connectors | Flash the control unit if you suspect a software error
C0140,chassis,https://obdguide.com/en/c0140,C0140,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0140 C0140 ABS CAN Communication Malfunction C0140 is an OBD-II diagnostic trouble code meaning: ABS CAN Communication Malfunction. Common causes: broken or damaged can bus wiring harness, corrosion of contacts in connectors. Estimated repair cost: $56–278. Severity",ABS CAN Communication Malfunction,🔴 High,"Limited driving only, diagnose soon",$56,"₹4,648","The ABS indicator on the dashboard is on | ABS system does not work | Related systems disabled (ESP, ASR) | Incorrect readings from other sensors",Broken or damaged CAN bus wiring harness | Corrosion of contacts in connectors | ABS module malfunction | ABS module power problems | ABS module software failure,"Check the integrity of the CAN bus wiring harness | Inspect the connectors of the ABS module and other associated ECUs for corrosion or damage. | Check the power and ground of the ABS module | Diagnose the ABS module using a scanner | If necessary, reflash the ABS module | Replace the ABS module if it is faulty"
C0141,chassis,https://obdguide.com/en/c0141,C0141,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0141 C0141 Left TCS Solenoid #1 Circuit Malfunction C0141 is an OBD-II diagnostic trouble code meaning: Left TCS Solenoid #1 Circuit Malfunction. Common causes: open or short circuit in solenoid circuit, faulty tcs solenoid. Estimated repair cost: $56–167. Severity",Left TCS Solenoid #1 Circuit Malfunction,⚠️ Medium,Do not drive — repair immediately,$56,"₹4,648",Check Engine Light Is On | Disabling TCS | Unstable operation of the traction control system | Wheel slipping during acceleration,Open or short circuit in solenoid circuit | Faulty TCS solenoid | Wiring harness damage | Connector problems or contact corrosion | Engine control unit (ECU) malfunction,Check the integrity of the wiring harness and connectors | Measure TCS solenoid resistance | Check voltage in solenoid circuit | Replace faulty solenoid if necessary | Clean or replace damaged connectors | Reset the error and take a test drive
C0146,chassis,https://obdguide.com/en/c0146,C0146,"— Causes, Symptoms & Fix | OBD Guide OBD Guide Powertrain Body Chassis Network Brands EN FR DE ES PT Home › C0146 C0146 Left TCS Solenoid #2 Circuit Malfunction C0146 is an OBD-II diagnostic trouble code meaning: Left TCS Solenoid #2 Circuit Malfunction. Common causes: open or short circuit in solenoid circuit, faulty tcs solenoid. Estimated repair cost: $33–167. Severity",Left TCS Solenoid #2 Circuit Malfunction,⚠️ Medium,Do not drive — repair immediately,$33,"₹2,739",Check Engine Light Is On | The TCS system does not work or does not work correctly | Reduced braking efficiency when slipping,Open or short circuit in solenoid circuit | Faulty TCS solenoid | Wiring harness damage | Connector problems or contact corrosion | TCS control unit malfunction,Check the continuity of the solenoid circuit with a multimeter | Inspect the wiring harness and connectors for damage. | Check the solenoid resistance (compare with the standard) | Replace TCS solenoid if necessary | Clean or replace damaged connectors | Reset the error and take a test drive
